ID,item_cnt_month
0,0.5967747725665481
1,0.0
2,0.6669643721079976
3,0.02777777432608447
4,0.0
5,0.4688073045270278
6,0.13888887928404606
7,0.2222223421223336
8,2.491385472087684
9,0.0
10,2.0434956118787806
11,0.02777777432608447
12,0.13888888457838836
13,0.26810852566604454
14,1.8954440495239824
15,1.875720490228427
16,0.0
17,0.08333332778520938
18,1.4029748389816008
19,0.13888888686024617
20,1.264525088471162
21,0.0
22,0.5714675255738884
23,1.102735076250274
24,1.3157000389264666
25,0.0
26,0.0
27,0.3645380481263655
28,0.18000383301287862
29,1.3241535570361513
30,1.1023187449316305
31,0.0
32,0.7218310885521085
33,0.15847726729025044
34,0.05555555465764887
35,0.02777777418455815
36,0.055555549331479034
37,0.6666666600865613
38,0.05555554904614236
39,0.02777777432608447
40,0.2545426158386045
41,1.0314487108364816
42,3.449046061039617
43,2.877995937192943
44,0.0833333255883062
45,0.0
46,1.4851656773727466
47,0.32955536726727147
48,0.0
49,1.1795657487504523
50,1.0
51,0.02777777432608447
52,0.388888886114429
53,0.14784416759732563
54,4.027778233205164
55,1.1710408958024325
56,3.1827557524587315
57,0.8947738983488424
58,1.8639602832950184
59,0.7499997945961471
60,1.7031627881922065
61,0.41503761741869966
62,0.3450301436423096
63,0.11111110516821164
64,0.0
65,0.0
66,0.8627989852528346
67,0.02777777418455815
68,0.2193542636242954
69,0.6111110938782502
70,0.0
71,0.13888888493963533
72,0.37245400757352715
73,2.0039096757206343
74,0.0
75,0.0
76,0.16666666698439694
77,0.0
78,0.44408960429218053
79,1.0
80,1.0892476910987778
81,2.8633652337429045
82,0.8239938100527896
83,0.16666666115332185
84,1.6388888874923817
85,1.2403297037924366
86,1.0555555557820397
87,0.16666665434127081
88,1.1991935392489563
89,0.7334230200694557
90,0.6547302542092558
91,0.02777777432608447
92,1.0
93,0.02777777418455815
94,0.3888889860428604
95,0.0555555459620384
96,0.02777777418455815
97,0.6411517901987527
98,0.6944444466867135
99,2.0966584781431847
